Product_Name,Price,Monthly_Purchases,Ratings,Brand
Maggi Cream Chicken Soup 71g,27.5,100,4.1,Maggi Cream
"Ponky Fingers Potato Snack, Lemon Zest, 60g",15.0,50,4.1,Ponky Fingers
"Whole Grain Oats 500g | 100% Natural, Rich in Fiber & Protein | Healthy Breakfast & Energy Boost | No Added Sugar or Preservatives | Premium Quality & Taste | by Hunza",87.1,100,4.8,Whole Grain
Fresh Mango Juice 200 ml,6.75,50,3.4,Fresh Mango
Balance Brown Rice Cake 24 Pieces 132 Gm,85.0,100,4.1,Balance Brown
Reefna Freeze Dried Fruit Mix 50g,185.0,100,2.5,Reefna Freeze
Giardino ketchup cylindrical (hot) 500gm,39.95,50,4.4,Giardino ketchup
Imtenan Matcha 250 gm,710.0,50,3.8,Imtenan Matcha
iSiS Natural Green Tea – 50 Envelopes,75.63,100,4.6,iSiS Natural
"Fox Mix Cheese, 58-68 gm",10.0,50,4.2,Fox Mix
Sunshine Tuna Express Shredded 150gm,34.45,50,4.2,Sunshine Tuna
Dr Baby Vanilla with Pistachio Matcha Masala 125 g,400.0,100,4.3,Dr Baby
"Magic Moments Lemon Salt Powder, 150g",34.05,100,4.4,Magic Moments
Manutti Zero Sugar Caramel Syrup - 1 Liters,250.0,100,4.1,Manutti Zero
Mr Food Fine Sugar - 1 kg,42.0,100,4.1,Mr Food
"M&M's Chocolate, 45 g, Chocolate Candy with Milk Chocolate, M&M's Chocolate with Colored Crust",39.95,50,4.2,"M&M's Chocolate,"
DAVIDOFF ORIGINS Brazil Coffee Capsules - 8/12 Intensity - 10 x Capsules - 55 g,249.0,200,4.4,DAVIDOFF ORIGINS
Ahmad Tea Earl Grey Tea 250G,179.5,100,4.4,Ahmad Tea
"""Classic Granola with Oats | High Fiber & Protein | Healthy & Nutritious Breakfast | No Added Sugar or Preservatives | 320g by Hunza""",98.0,100,4.2,"""Classic Granola"
A Premium Quality Fine Refined Salt From Cooks - 2 x 700g Pack | White Table Salt for Cooking,39.0,50,5.0,A Premium
"Eco Healthy - Sinai Extra Virgin olive oil, acidity less than 0.8% - 500 ml",350.0,100,4.4,Eco Healthy
"Ketchup sauce, 430g",45.0,100,4.4,"Ketchup sauce,"
Imtenan Cardamom 20 g,73.95,50,5.0,Imtenan Cardamom
DAVIDOFF ESPRESSO 57 COFFEE CAPSULES SS GM 10,250.0,100,4.3,DAVIDOFF ESPRESSO
Americana Chick Peas - 400 Gm,35.0,100,4.0,Americana Chick
"Nescafe Classic Coffee, 25 x 1.8g - Pack of 1",149.99,50,4.3,Nescafe Classic
"Sante Crunchy Cereal with Fruit, 350 g",185.0,100,4.2,Sante Crunchy
"Aslan Juice Orange, 1 L",37.0,50,3.0,Aslan Juice
Mr Food Long Grain Rice - 1 kg,83.0,100,4.0,Mr Food
Vitrac apricot syrup- 635 ml,111.0,50,4.1,Vitrac apricot
Abdelmaboud plain coffe 100g med,80.95,100,3.8,Abdelmaboud plain
"Verde Sweet Stevia Natural Sweetener Calories, 50 Diet Sachets",125.0,100,4.4,Verde Sweet
"Ilou Good France Buttermilk Ranch Dressing, 200g",42.0,50,4.3,Ilou Good
Marvel indian basmati rice 1kg,123.0,50,4.1,Marvel indian
Haj Arafa Fine Ginger 35 g,19.95,100,4.5,Haj Arafa
ISIS Hibiscus 12 Bags,15.45,50,4.4,ISIS Hibiscus
Shaheen espresso classica 200g,252.39,50,4.0,Shaheen espresso
Abu Auf Benson Jelly Teeth 65 gm,20.5,50,5.0,Abu Auf
"Juhayna pure guava cocktail, 1 liter",58.95,50,4.4,Juhayna pure
Sweetana Free Sugar Dark Chocolate Bar 35 g,30.0,50,4.5,Sweetana Free
Eco Healthy - Coconut Flour Free Fat - 700 gm,85.0,50,4.0,Eco Healthy
Oreo Biscuits Covered With Cadbury Chocolate - 2 Cookies (31.3g) Pack of 9,122.85,100,3.9,Oreo Biscuits
AL-AGAIBY Cow Ghee 1 kg,467.04,50,4.4,AL-AGAIBY Cow
"Batook Orange Sticks Chewing Gum, 12.5g, No Artificial Flavours, Vegetarian",8.72,50,3.5,Batook Orange
"Ahmad tea english tea no. 1-100 count, 200 g",180.0,100,4.6,Ahmad tea
"Ponky Fingers Potato Snack, Hot Sriracha, 60g",15.0,50,3.4,Ponky Fingers
Organic Nation | Rice Cake | Crunchy | Organic Brown Rice | High Fiber | Easy Snack | Gluten Free | 19 Calories | 5 Rice Cakes | Salted Mixed Seeds,15.0,50,3.6,Organic Nation
"Nescafe Dolce Gusto Café Americano Coffee Capsules, 128g (16 Capsules, 16 Cups)",399.1,100,4.3,Nescafe Dolce
Dana Sodium Bicarbonate 150gm,37.81,100,4.3,Dana Sodium
Funday Salted Biscuit Crackers 40Gm,7.5,50,1.0,Funday Salted
Hero Baby Banana Biscuits 180 gm,145.0,100,4.2,Hero Baby
Abu Auf Meat Spices 35 Gram,16.0,50,4.4,Abu Auf
"Sante Gold Granola, Nuts and Honey, 300 g",180.5,100,4.5,Sante Gold
Ahmad Tea Earl Grey Tea - 100 Teabags,179.0,100,4.6,Ahmad Tea
"Alsuhagy corn, 500 g",63.1,50,4.6,"Alsuhagy corn,"
Al Doha Milled Cinnamon - 65 grams,63.0,100,4.5,Al Doha
"Indomie instant noodles chicken curry flavour, 75 gm",10.0,100,4.0,Indomie instant
"Dreem spnoge cake vanilla flavor, 500 gm",61.0,100,4.4,Dreem spnoge
Abu Auf peeled walnut 200 gm,190.0,100,4.2,Abu Auf
Harvest Tomato Paste - 2.8 Kilograms,198.0,50,4.4,Harvest Tomato
Abu Auf Chicken Spices 35 Gram,17.95,50,4.4,Abu Auf
Aldoha Molokia (Jews Mallow),32.95,50,4.4,Aldoha Molokia
"Crystal Yellow Vegetable Ghee, 2kg",210.0,50,4.0,Crystal Yellow
"Sonbolat Elforat Premium Barley Flour, 400g",64.8,50,4.0,Sonbolat Elforat
"Almarai Condensed Milk, 397 g",109.95,100,4.7,Almarai Condensed
Royal Hills Boiled Chickpeas 400 g,33.97,100,4.0,Royal Hills
Uni Café Diet Cappuccino No Sugar - Rich Foam - 200 gm,94.9,100,3.3,Uni Café
Eco healthy - Soft Unrefined Iodized Rock Salt - Special Offer 5 + 1 Free - 1200 grams,150.0,50,4.5,Eco healthy
Maggi Cream Mushroom Soup 68g,27.5,100,4.2,Maggi Cream
Ultra Green Coffee – Natural Green Coffee Extract Bags | Supports Energy & Balance | 30 Bags – No Flavor,150.0,50,4.6,Ultra Green
"Batook Banana Sticks Chewing Gum, 12.5g, Yellow & White, Vegetarian",8.72,50,3.8,Batook Banana
Sweetel Zero Calories Diet Sweetener 250g Jar,117.0,100,4.5,Sweetel Zero
Hero Baby Pear Peach Banana Jar 125 gm,50.0,50,4.3,Hero Baby
Rehana dry freekeh - 500 gm,59.0,100,4.2,Rehana dry
Lavida Ketchup 5kg,227.0,100,4.1,Lavida Ketchup
Olive Branch Virgin Extra Virgin Olive Oil 1 Liter,289.0,100,3.5,Olive Branch
Abu Auf Sahara Delights Chocolate Dates - 300 gm,149.99,100,4.1,Abu Auf
"Yamama Premium Pomegranate Molasses, 750ml",249.95,50,4.7,Yamama Premium
Rivière d'Or Extra Virgin Olive Oil 1 L,880.0,50,4.4,Rivière d'Or
Eco Healthy - Full-Fat Almond Flour Gluten Free - 400 g,335.0,50,4.6,Eco Healthy
Chefy Mix Cheese Sauce40 gm,19.0,50,4.0,Chefy Mix
Cadbury Dairy Milk Oreo Chocolate Bar Multipack offer(175g),148.2,50,4.0,Cadbury Dairy
Lamar Mango Juice - 200 ml,12.0,50,3.6,Lamar Mango
Freska Coated Sticks 12 Pieces,60.0,50,4.2,Freska Coated
Lambada Wafer Biscuits Filled Strawberry Cream - Double Extra Wafers set of 12,29.4,50,3.2,Lambada Wafer
Corona Milk Chocolate Stevia - Pack of 6,287.0,50,4.6,Corona Milk
"Americana Fava Beans with Oil, Lemon and Cumin - 400 Gm",28.0,50,4.6,Americana Fava
7UP 330/320ML CANS TALL AND SLEEK,14.45,50,4.1,7UP 330/320ML
Caffe Borbone 100% ARABICA whole bean / 1000 g,1150.0,100,4.3,Caffe Borbone
"Naturesta Hot Sauce Original 79g – Mini Bottle of Classic Diet-Friendly Hot Sauce – Big Flavor, Small Size",40.0,100,3.4,Naturesta Hot
ZARY Cloves 50 gm,95.0,100,4.4,ZARY Cloves
CHIPSY WAVY ZESTY RANCH 77G 15LE,10.0,50,0.0,CHIPSY WAVY
Mountain Dew 400ml Plastic BottlePET,13.0,50,5.0,Mountain Dew
Hale Ville Ice Tea Peach Flavor 12 Sticks - 36 gm,200.0,50,4.1,Hale Ville
Norica 100% Natural Fine Onion Powder - 90 gm,37.6,50,4.7,Norica 100%
Bisco Misr Datto( King Size) 50 gm_ 12 pieces,62.0,100,3.8,Bisco Misr
Heinz Barbecue Sauce 300,59.2,100,4.4,Heinz Barbecue
Miller's Rice Spice Biryani Seasoning Mix 20 g,12.88,50,4.1,Miller's Rice
iSiS Natural Marjoram Herbal Tea – 20 Envelopes,26.0,50,4.3,iSiS Natural
Mentos Chewy Dragees Rainbow - 29 Grams,14.12,50,4.4,Mentos Chewy
"Ilou Good France Cheezy Sauce, 200g",56.95,50,4.3,Ilou Good
"Organic Fermented Apple Cider Vinegar (Organic Keto Cedar Detox)-[Weight Management Management] Immune Booster Rich in Antioxidants - A Useful Way to Add Flavor to Your Meal (1 Litre, Filtered)",173.0,100,4.3,Organic Fermented
أورجانيك نايشن فروم ناتشور تو لايف ORGANIC NATION FROM NATURE TO LIFE | Chromium Picolinate 200 MCG Tablets | 100 Coated Tablets | Natural | Vegan | Non-GMO,265.0,50,4.1,أورجانيك نايشن
Raw Kettle Cooked Potatoes Sweet Chili 100-110,25.0,50,4.1,Raw Kettle
"Mentos Chewy Strawberry Flavoured Sweets, 29g - Pack of 1",14.12,50,4.2,Mentos Chewy
Shots Turkish Coffee Medium Roast Regular Blend - 250 gm,165.0,100,3.7,Shots Turkish
"Lamar pineapple juice, 1 liter",54.95,50,4.2,Lamar pineapple
"Cairo Vermicelli Pasta, 1 kg",34.9,50,4.3,Cairo Vermicelli
Rehana brown lentils - 500 gm,52.0,50,4.7,Rehana brown
"iLou American Mustard, 400g",47.0,100,4.2,iLou American
Al Doha Smoked paprika - 60 grams,77.95,100,4.6,Al Doha
Aldoha Mastic,91.8,100,4.4,Aldoha Mastic
Hohos Cream Family Rolled Cake (220 g),35.0,50,4.3,Hohos Cream
Norica 100% Natural Aromatic Green Mint - 20 gm,14.1,50,4.4,Norica 100%
Wadi Food Vinegar - Apple 0.5 L PET,74.5,50,4.3,Wadi Food
Imtenan royal honey extra- 170 gm,188.0,50,4.5,Imtenan royal
Snickers Chocolate bar 40g,37.8,50,4.6,Snickers Chocolate
HARIBO Happy Cola Jelly Candy - 80 grams,39.95,50,4.3,HARIBO Happy
D'amore Classic Cappuccino 10 sachets 18 grams each,85.0,50,3.6,D'amore Classic
Negmet El Zeitoun - Natural White Vinegar 10 Liter,130.0,50,4.6,Negmet El
Rosso Premium Tomato Paste Can - 380 grams,54.52,50,4.2,Rosso Premium
"Juhayna Classic Cocktail Juice, 235 ml, 1 Piece",8.95,50,4.0,Juhayna Classic
Cerelac Honey with Milk 125g,60.0,100,4.6,Cerelac Honey
"Starbucks By Nespresso Creamy Vanilla Flavoured Coffee Blonde 10 Pods, 51G, Capsule - 0.07 Kg",354.0,50,4.3,Starbucks By
Miller's Sprinkle Creamy Cheese-Flavored Seasoning 50 g,42.18,50,2.9,Miller's Sprinkle
Torabika Creamy Latte - 20 Sachet x 30 Grams,229.0,50,4.6,Torabika Creamy
Mirinda Orange Bottle 2.43L,33.6,50,4.4,Mirinda Orange
Bake Rolz Pizza Super Size (60 g),15.0,50,4.5,Bake Rolz
Lambada Wafer Biscuits Filled Chocolate Cream And Coated With Natural Chocolate - X5 set of 6,38.5,50,3.9,Lambada Wafer
Ahmad Tea Sour Herbal Tea 20 Tea Bags,99.0,50,4.5,Ahmad Tea
Al Tawoos natural vinegar- 0.5 liter,11.25,50,4.2,Al Tawoos
"Basata Spaghetti Pasta,1 Kg",31.95,100,4.3,Basata Spaghetti
Sunbites Sweet Chili Bread Bites (78 g-90 g),15.0,50,4.8,Sunbites Sweet
Mr.Food White Flour 1kg - Pack May Vary,29.0,50,4.4,Mr.Food White
"ONIC NATURALLY YOURS Roasted Peanut Flour – 450g | Defatted & High Protein | Gluten-Free | Perfect for peanut butter | Perfect for Smoothies, Baking, Protein Bars & Keto Diet",87.0,50,4.4,ONIC NATURALLY
Bab ElSham Chicken Spices Jar - 35 gm,49.5,50,4.4,Bab ElSham
"Lavazza Qualita Rossa Espresso Coffee Beans, Medium Roast, 1kg, Arabica and Robusta Blend",1450.0,100,4.5,Lavazza Qualita
"Eco Healthy - Organic Extra Virgin Olive Oil, acidity less than 0.5% - 500 ml",360.0,100,4.2,Eco Healthy
Al Doha Easy rice Kabsa Rice - 336 gm,63.5,100,4.5,Al Doha
Growth Formula for kids - Complete Supplement With Balanced Nutrition - 6.3G protein to Help Kids Catch Up on Growth and Help Fill Nutrient Gaps from age 1 to 12 years - Chocolate 330g -10 sachets,235.01,50,4.2,Growth Formula
Seche Freeze Dried Banana Slices,65.0,50,2.0,Seche Freeze
Hero Jam With Forest Berry Flavor- Light- 320 Gm,109.95,100,4.1,Hero Jam
Haboubah powder sugar 1 kg,45.0,100,4.2,Haboubah powder
NESCAFÉ Classic Jar 190g + Red Mug Free,306.66,100,4.0,NESCAFÉ Classic
Juhayna Pure Guava Juice 235 ml,15.75,50,4.5,Juhayna Pure
زبدة فول سوداني أسماكاب بدون سكر مضاف 200 جم | Asmacup Peanut Butter (No Added Sugar) – 200 g | High Protein | Smooth Texture | Natural Taste | Perfect for Breakfast & Fitness Snacks,80.0,50,4.5,زبدة فول
Bab ElSham Paprika - 45g,33.75,100,4.6,Bab ElSham
Dubai Filling – Kunafa & Pistachio 500g | Premium Middle Eastern Dessert Spread | Rich Pistachio Flavor & Kunafa Texture | No Palm Oil | Perfect for Cakes & Pastries,240.0,50,3.7,Dubai Filling
Abu Auf Roasted Pistachio 50 gm,78.55,50,4.2,Abu Auf
"Dobella cake flour, 1kg",37.0,50,4.4,Dobella cake
Halo Harissa and Lime Protein Puffs 40 g,15.0,100,4.2,Halo Harissa
Cacao Powder - Raw Without Sugar Pack Contains 75 gm by Corona,98.0,50,5.0,Cacao Powder
"Twix Minis Original Chocolate Bars, 200 g, 10 Mini Twix Chocolate, Crunchy Biscuit Pieces Covered with Caramel and Milk Chocolate",165.0,50,4.4,Twix Minis
"Sama! plain chocolate for cooking, premium chocolate for baking and cooking, 200 gm",59.0,10,0.0,Sama! plain
Ali Café 4 In 1 Instant Coffee - 12 sachets,265.0,50,4.2,Ali Café
Monin Sugar Free vanilla Syrup - 250 ml,245.5,100,4.4,Monin Sugar
McVitie's Nibbles Milk Chocolate 110g,74.95,50,4.0,McVitie's Nibbles
Royal Black Tea Sage 20TB,37.95,50,4.0,Royal Black
Zero Treat Healthy Strawberry Puree 180 gm,95.0,50,3.4,Zero Treat
Al-Yemeni cardamom coffee 100g dark,83.0,50,3.7,Al-Yemeni cardamom
Eco Healthy - Soft Hashab Gum Arabic - 200 grams,90.0,50,3.9,Eco Healthy
"ONIC NATURALLY YOURS Sesame Flour 450g |100% Natural, Dust Free & Impurities Free | High Protein, Keto Friendly & Gluten-Free | Perfect for Baking & Cooking",55.0,50,3.8,ONIC NATURALLY
"Ilou Premium Cheddar Sauce, 400g",88.0,100,3.8,Ilou Premium
"Illy Intenso Bold roast ,100% arabica ,250 gm - package may vary",565.0,50,4.6,Illy Intenso
"Alsuhagy rice, 1 kg",40.0,50,4.4,"Alsuhagy rice,"
Marvel Basmati Rice Sella Bags 1k,123.0,50,4.1,Marvel Basmati
Lavida Mustard Sauce 400 gm,64.0,50,4.4,Lavida Mustard
HAJ ARAFA OAT PASTA SPAGHETTI_400 gm,71.25,50,4.0,HAJ ARAFA
Manutti Syrup Flavor Caramel - 350 ml - Orange,115.0,100,4.2,Manutti Syrup
Lavida BBQ Sauce 2.25kg,138.0,100,4.2,Lavida BBQ
Natural Creamy Peanut Butter | No Palm Oil | High Protein | Premium Quality | Healthy Snack for Breakfast & Fitness 900 Gm,199.0,50,3.9,Natural Creamy
Isis lemon and ginger 20 bags,35.07,100,4.5,Isis lemon
Mix Mix Extra Al Fakhma Nuts 500g,479.99,50,4.2,Mix Mix
Dana dried oregano jar 60gm,91.98,50,4.3,Dana dried
ZARY Black Pepper 100 gm,148.0,50,4.7,ZARY Black
"Royal ginger lemon, 20 bags",27.8,50,4.1,Royal ginger
"Dobella crunchy peanut butter, 340 gm pack may vary",102.0,50,4.4,Dobella crunchy
"Dream Brownies Cake, 400 Gm",65.95,100,4.5,Dream Brownies
"Raw Crinkles Yogurt & Cucumber, 65-75 gm",20.0,50,4.5,Raw Crinkles
Chefy Mix Mustard 1 kg,63.34,100,4.0,Chefy Mix
Royal Hills Red Beans 400 g,36.05,50,3.9,Royal Hills
Bimbo Choco Max Corona 372 g set of 12,75.24,50,4.1,Bimbo Choco
Spritz Bundle - 2 Butter - non-stick Cooking Spray - 2 X 200 ml,310.0,10,0.0,Spritz Bundle
Abu Auf Chili Powder 35 Gram,17.95,50,4.1,Abu Auf
Americana Peeled Fava Beans With Chili - 400 Gm,28.0,50,4.2,Americana Peeled
Ahmad Tea English Breakfast Tea 100-Pack Unmarked Tea Bags,143.9,50,4.5,Ahmad Tea
Haj Arafa Cinnamon Powder - 60 grams,39.55,100,4.5,Haj Arafa
Shnider Pineapple Malt Drink 1 Liter,21.95,50,3.8,Shnider Pineapple
Fun Day Mango Flavored Lollipop Bag 8Gm,25.0,50,4.8,Fun Day
D'Amore Cappuccino Carmel 10 sachets 18 grams each,80.0,50,3.2,D'Amore Cappuccino
Kind Kids Crispy Spread Cream – 900g | Dual Chocolate & Milk Hazelnut Spread | Smooth & Crunchy Texture | No Palm Oil | Perfect for Kids & Families,210.0,50,4.1,Kind Kids
Cadbury Dairy Milk Minis Plain Chocolate Bars - 12Pcs (156g),205.5,50,4.2,Cadbury Dairy
"Alghazaleen Premium Ceylon Black Tea, Garden Fresh, Traditional Style, 250 grams",205.0,50,3.5,Alghazaleen Premium
5Minutes Spicy crispy chicken sachet - 200gm,27.11,50,4.2,5Minutes Spicy
"Uni Cafe 3 in 1 Instant Coffee - 24 Sachets x 20g - Coffee, Sugar and Milk Blend - Fast Preparation and Rich Taste",149.0,100,4.4,Uni Cafe
Juhayna Oats Milk - 1 Liter,102.7,50,3.8,Juhayna Oats
Haj Arafa Smoked Paprika Powder - 75 grams,55.0,100,4.4,Haj Arafa
ORGANIC NATION | Ginkgo Biloba Tablets | 60 Tablets | Natural | Vegan | Non-GMO | 60mg Organic Ginkgo Biloba |,190.0,50,4.0,ORGANIC NATION
STARBUCKS By Nespresso Colombia 10 capsules - 57 g,350.0,50,4.2,STARBUCKS By
Sekem Black Seed Oil -250ml,358.21,50,4.4,Sekem Black
"Ilou New York Burger Sauce, 400g",62.0,100,4.2,Ilou New
Sweetana Free Sugar White Chocolate Bar with Cashew 35 g,30.0,50,5.0,Sweetana Free
"Corona chocolate dark hazelnut 300 gm, set of 6",243.0,50,4.0,Corona chocolate
"Healthy Mill Himalayan Salt Rice Cake, 3 Pieces",14.14,50,0.0,Healthy Mill
Juhayna Pure Orange And Carrot Juice - 235 ml,15.75,50,4.6,Juhayna Pure
Halls candy with menthol flavor 22.4 g x(20 pieces),200.0,50,4.2,Halls candy
"""Premium Granola with Nuts | High Fiber & Protein | Healthy Breakfast & Snack Option | No Added Sugar | 350g by hunza """,195.0,50,3.9,"""Premium Granola"
Abu Auf Jelly Benson Bears 65 Gm,20.0,50,4.2,Abu Auf
"Healthy Mill All Purpose Gluten Free Flour, 500g",67.95,50,4.2,Healthy Mill
Costa Coffe Capsules Lungo 57gm,249.0,50,4.7,Costa Coffe
Al Doha Grind Cumin - 20 grams,21.5,50,4.7,Al Doha
balance shots sweet corn,20.0,50,4.5,balance shots
Imtenan Ginger Powder 65 g,60.05,50,4.6,Imtenan Ginger
"Scrunch-Almond, Sesame And Dates Bar 40g",35.0,50,4.4,"Scrunch-Almond, Sesame"
"Class A Stroop Wafel, Coffee Chocolate Coated, 41g",13.95,50,3.6,Class A
"Crystal Vegetable Ghee, 700G",76.45,50,4.4,Crystal Vegetable
Raw Kettle Cooked Potatoes Balsamic 100-110,25.0,50,4.6,Raw Kettle
Chipsy Potato Chips with Tomato flavor,20.0,50,3.6,Chipsy Potato
Abu Auf Protein snacks cheese &spices 60 Gram,20.0,50,4.1,Abu Auf
Abu Auf Maamoul Stuffed with Medjoul Dates Covered with White Chocolate - 12 Pieces,95.59,50,4.5,Abu Auf
Royal Chamomile and Anise Herbs - 20 Bags,27.8,50,4.3,Royal Chamomile
Ahmad Tea Apricot Sunrise 20 Foil,79.0,50,4.5,Ahmad Tea
Abu Auf Sahara Dates Dark chocolate With Almonds 300 Gram,155.25,50,3.9,Abu Auf
California Garden Canned Peeled Fava Beans Egyptian Recipe 450g,31.0,50,3.8,California Garden
Tolido Mushroom P&S 400G,48.02,50,3.9,Tolido Mushroom
Manutti Foods Vanilla Extracted syrup - 1 L,200.0,50,4.1,Manutti Foods
"illy Coffee, Moka Ground, Medium Roast, 100% Arabica Bean Signature Italian Blend, Premium Gourmet Roasted Coffee, Pressurized Fresh 8.8 Ounce Tin, Stovetop Moka Pot Preparations",679.0,100,4.6,"illy Coffee,"
Lavazza Crema e gusto 250g,599.0,50,4.4,Lavazza Crema
"Rizi Premium Coconut Milk, 400ml",140.0,50,4.0,Rizi Premium
Imtenan Thyme Leaves 25 g,36.05,50,4.6,Imtenan Thyme
Freska Uncoated Sticks 12 Pieces,60.0,50,4.1,Freska Uncoated
Shamaedan Mega Wafer Filled with Chocolate Pack of 6,59.0,50,4.0,Shamaedan Mega
بذور الشيا الطبيعية 400 جم من hunza | مصدر غني بالألياف وأوميجا 3 | تعزز الشبع والطاقة | مثالية للدايت والتغذية الصحية,210.0,50,4.8,بذور الشيا
Unicafe Caramel Cappuccino 200 g,85.99,50,3.9,Unicafe Caramel
Katakito Vegan Dark 1 Piece,25.73,10,3.4,Katakito Vegan
Baky's Plain Biscuit 6-Packs,60.0,50,3.5,Baky's Plain
Eco Healthy - Soft Hashab Gum Arabic - 500 grams,200.0,50,4.1,Eco Healthy
"So Plus ""Herbal"" Mint",48.0,50,4.0,So Plus
Unicafe Hazelnut Cappuccino 200 g,85.99,50,3.9,Unicafe Hazelnut
Sweetana Free Sugar Milk Chocolate Bar with Almond 90 g,75.0,50,4.8,Sweetana Free
"Mythic Hazelnut Chocolate — 30 g (Pack of 5) | Extra Fine Milk Chocolate with Smooth Hazelnut Cream Filling | Premium Taste, Individually Wrapped Bars",88.75,50,3.7,Mythic Hazelnut
"Class A Stroopwafel Chocolate 30 Grams, pack of one",10.2,50,3.7,Class A
Lakanto Dark Chocolate Spread Sweetened With Monkfruit - 250g,234.0,50,5.0,Lakanto Dark
Advanced Sports Nutrition | Bob's Bake Protein Brownie | Ready in 30 Secs | Just Add Water | 16gm Protein | Healthy Snack,79.7,50,3.2,Advanced Sports
Mini Magnum Mix Straw & Cream (78g),15.0,10,3.0,Mini Magnum
Chefy Mix Tikka Marinade 120 gm,36.73,50,4.3,Chefy Mix
Haj Arafa Smoked Paprika 35 g,25.0,50,4.2,Haj Arafa
"El Hanim Vegetable Ghee, 1.5kg",151.5,50,4.6,El Hanim
Sweetal Diet Sugar - 50 Tablet,45.5,50,4.3,Sweetal Diet
Lamar guava juice - 200 ml,12.0,50,4.4,Lamar guava
Bab ElSham Kabsa Spice 45g,38.0,50,4.4,Bab ElSham
Ahmad Tea Green Tea With Mint 25 Teabags,58.0,50,4.5,Ahmad Tea
"Sonbolat El Forat Pizza and Bakery Flour, 1kg",51.0,100,4.5,Sonbolat El
Lite Bite Chili Lemon Protein Puffs 40 g,14.95,50,3.6,Lite Bite
Choice Worcestershire sauce 260 gm,60.05,50,4.1,Choice Worcestershire
Eco Healthy Eco Heathly - Brown Flax Seeds 500 gm,55.0,50,4.4,Eco Healthy
iSiS Natural Chamomil With Mint Herbal Tea – 20 Envelopes,30.25,50,4.6,iSiS Natural
"Al Tawoos Sesame Tahini , 5 kg (Pack of 1)",690.0,50,4.0,Al Tawoos
Tiger Excellence Premium - Lime Coriander,18.95,50,4.5,Tiger Excellence
Haj Arafa Thyme Arayshi 15 g,20.52,50,4.2,Haj Arafa
Gimoka Platinum Roasted Coffee Beans - 1 Kg,980.0,50,4.1,Gimoka Platinum
Shaheen espresso creama 200g,220.0,100,4.2,Shaheen espresso
"Al Doha Golden Thai Rice, 1 KG",112.7,50,4.5,Al Doha
Mero Hot Ketchup Premium - 340g,28.0,50,4.1,Mero Hot
Advanced Sports Nutrition | Bob’s Bake | Protein Pancake and Waffle Mix | Just Add Water | Sugar Free | Gluten Free | Double Chocolate Flavor |12gm Protein | 166 Kcal | 6gm Fat,50.0,50,3.9,Advanced Sports
"Hero Delicia Black Cherry Preserve Jam, 350 gm",97.0,50,4.2,Hero Delicia
Juhayna Pure Mango And Peach Juice 235 ml,17.75,50,4.2,Juhayna Pure
"ONIC NATURALLY YOURS Refined Coconut Oil – 300ml | Odorless & Neutral | High Smoke Point | Ideal for Cooking, Baking, Hair & Skin | Easy-Open Tin with Resealable Cap | 100% Pure & Safe for Shipping",165.0,50,4.1,ONIC NATURALLY
Imtenan Rice Water 190ml,95.0,50,5.0,Imtenan Rice
Matcha latte with coconut milk، طعم مميز خالي من المرارة اورجانك ماتشا,200.0,50,3.6,Matcha latte
Haj Arafa Parsley 20 g,20.0,50,4.3,Haj Arafa
Advanced Sports Nutrition | Bob’s Bake | Protein Pancake and Waffle Mix | Just Add Water | Sugar Free | Gluten Free | Creamy Vanilla Flavor |12gm Protein | 180 Kcal | 5gm Fat,50.0,50,3.7,Advanced Sports
"PONKY BBQ & Honey Snacks, 60g",11.5,50,4.3,PONKY BBQ
Abu Auf Roasted And Salted Pistachios- 25 Gram,35.0,50,4.0,Abu Auf
Chefy Mix Kofta Marinade35 gm,12.25,50,4.1,Chefy Mix
"Fox Chili & Lemon, 58-68 gm",10.0,10,4.7,Fox Chili
Halo Flaming Hot Lemon Beetroot Chips 50 g,18.0,50,2.9,Halo Flaming
"Biscuit Premium Spread Cream – 900g | Caramelized Biscuit Flavor | Smooth & Creamy Texture | No Palm Oil | Perfect for Breakfast, Desserts & Baking",199.0,50,4.2,Biscuit Premium
